HID_STRG,FROM,TO,OLDLITH,DRILLLOG,COMMENTS,LITH_1,Lith_grouped,Lith_select 
W87-2,0.0,152.5,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
W87-3,0.0,176.5,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
W87-4,0.0,152.85,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
W87-5,0.0,155.45,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
W87-6,0.0,152.1,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
W87-7,0.0,152.4,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
SK09-01,0.0,438.01,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,Unknown
SK09-02,0.0,290.79,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,Unknown
SK-917,0.0,29.51,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,Unknown
SK-918,0.0,313.94,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,Unknown
SK-919,0.0,319.14,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,Unknown
SK-911,0.0,267.92,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,Unknown
Tr11OZa,0.0,1.4,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
Tr11OZb,0.0,4.1,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
Tr11OZc,0.0,4.9,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
Tr11OZd,0.0,4.9,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
Tr11OZe,0.0,5.5,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
Tr11OZf,0.0,3.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
Tr11OZg,0.0,0.6,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
Tr11OZh,0.0,0.7,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
Tr11OZi,0.0,4.3,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
Tr11OZj,0.0,5.8,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
Tr11OZk,0.0,2.9,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
Tr11OZl,0.0,0.8,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrBZ01a,0.0,18.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrBZ02a,0.0,1.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrBZ02b,0.0,2.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrBZ02c,0.0,2.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrBZ02d,0.0,2.5,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrBZ02e,0.0,3.5,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrBZ02f,0.0,2.04,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrBZ02g,0.0,4.48,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrBZ02h,0.0,3.7,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrBZ02i,0.0,4.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrBZ02j,0.0,1.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrBZ02k,0.0,1.4,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrBZ02l,0.0,1.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrBZ02m,0.0,1.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrBZ02n,0.0,2.5,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrBZ02o,0.0,3.5,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrBZ02p,0.0,2.5,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrBZ02q,0.0,4.5,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrBZ02r,0.0,0.2,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrBZ03a,0.0,9.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrBZ03b,0.0,18.4,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrBZ04a,0.0,16.3,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrBZ05a,0.0,19.2,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrBZ06a,0.0,11.5,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrCE01a,0.0,1.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrCE01b,0.0,1.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrCE01c,0.0,1.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrCE01d,0.0,1.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrCE01e,0.0,3.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrCE01f,0.0,1.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrCE01g,0.0,2.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrCE01h,0.0,3.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrCE01i,0.0,2.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrCE01j,0.0,2.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrCE01k,0.0,3.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrCE01l,0.0,1.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrCE01m,0.0,2.5,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrCE01n,0.0,3.7,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrCE01o,0.0,3.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrCE01p,0.0,3.6,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrCE01q,0.0,1.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrCE01r,0.0,1.5,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrCE01s,0.0,1.2,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrCE01t,0.0,1.4,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrCE12c,0.0,2.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrCE12d,0.0,2.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrCE12e,0.0,1.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrCE12f,0.0,0.5,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrCE12g,0.0,1.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrCE12h,0.0,1.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrCE12i,0.0,22.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrCE12j,0.0,1.5,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrCE12k,0.0,1.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrCE12l,0.0,1.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrCE12m,0.0,2.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrCE12n,0.0,2.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrCE12o,0.0,1.5,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrCE12p,0.0,2.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrCE12q,0.0,1.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrCE12r,0.0,1.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrCE12s,0.0,1.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrCE13a,0.0,2.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrCE13b,0.0,9.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrCE13c,0.0,11.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrCE13d,0.0,1.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrCE13e,0.0,4.2,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrCE13f,0.0,2.2,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrCE14a,0.0,1.4,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrCE14b,0.0,2.1,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrCE14c,0.0,4.6,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrCE14d,0.0,3.2,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrCE14e,0.0,13.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrCE14f,0.0,5.3,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrCE14g,0.0,3.1,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrCE14h,0.0,1.4,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrCQ02a,0.0,10.7,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrLC01a,0.0,2.5,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrLC01b,0.0,0.5,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrLC01c,0.0,1.5,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrLC01d,0.0,1.5,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrLC01e,0.0,2.5,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrLC01f,0.0,0.5,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrLC01g,0.0,2.5,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrOP01a,0.0,11.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrOP02a,0.0,1.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrOP02b,0.0,6.5,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrOP02c,0.0,1.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrOP02d,0.0,1.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrOP02e,0.0,1.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrOP02f,0.0,1.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrOP02g,0.0,1.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrOP02h,0.0,1.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrOP02i,0.0,1.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrOP02j,0.0,1.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrOP02k,0.0,1.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrOP02l,0.0,5.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrOP03a,0.0,1.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrOP03b,0.0,0.5,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrOP03c,0.0,8.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrOP03d,0.0,0.5,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrOP03e,0.0,1.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrOP04a,0.0,25.57,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrSC01a,0.0,1.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrSC01b,0.0,3.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrSC01c,0.0,2.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrSC01d,0.0,4.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrSC01e,0.0,1.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrSC01f,0.0,3.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrSC01g,0.0,1.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrSC01h,0.0,3.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrSC01i,0.0,1.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrSC01j,0.0,3.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrSC01k,0.0,1.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrSC01l,0.0,3.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrSC02a,0.0,4.5,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrSC02b,0.0,2.9,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrSC02c,0.0,2.5,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrCE12t,0.0,0.5,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrCE12u,0.0,1.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
993,0.0,80.3,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,Unknown
994,0.0,99.7,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,Unknown
S88-01,0.0,194.8,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
S88-02,0.0,172.5,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
S88-03,0.0,166.9,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
S88-04,0.0,46.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
S88-04a,0.0,46.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
S88-05,0.0,253.6,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
S88-14,0.0,213.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
S88-15,0.0,243.5,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
B2432-4,0.0,15.2,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
B2656-2,0.0,7.7,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
B300-07,0.0,21.3,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
B3451-4,0.0,7.9,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
B3451-5,0.0,8.05,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
CS97-256,0.0,243.9,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
CS97-259,0.0,280.4,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
CS97-260,0.0,259.1,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
CS97-261,0.0,223.5,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
CS97-262,0.0,243.9,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
CS97-263,0.0,262.2,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
CS97-264,0.0,195.1,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
CS97-265,0.0,207.3,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
CS97-271,0.0,304.8,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
CS97-272,0.0,304.9,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
CS97-273,0.0,326.1,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
UG-1044,0.0,93.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
UG-1746,0.0,0.01,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
UG-3,0.0,155.4,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
SK84-51a,0.0,15.39370079,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,Unknown
SK85-56,0.0,111.55,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
SK85-57,0.0,74.48,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
SK85-62,0.0,24.93,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
U220-11Xs,0.0,0.01,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
U221-11Xs,0.0,0.01,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
U222-11Xs,0.0,0.01,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
SK-906g,0.0,132.59,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
SK89-909,0.0,167.34,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
SK-910gs,0.0,155.14,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
SK88-920,0.0,45.72,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
SK88-921,0.0,91.14,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
SK88-922,0.0,55.02,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
SK88-923,0.0,97.23,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
SK88-924,0.0,96.6,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
SK88-925,0.0,91.4,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
SK88-926,0.0,60.66,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
SK88-927,0.0,94.18,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
SK88-928,0.0,60.96,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
SK88-929,0.0,91.44,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
SK88-930,0.0,75.9,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
SK88-931,0.0,75.9,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
SK88-932,0.0,90.83,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
SK-933gs,0.0,91.44,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
SK-934gs,0.0,83.52,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
SK-988,0.0,121.3,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,Unknown
SK-989,0.0,106.1,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,Unknown
SK-991,0.0,21.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,Unknown
SK-992,0.0,32.9,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,Unknown
SK-995,0.0,75.3,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,Unknown
SK-1074XX,0.0,70.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
SK-1075XX,0.0,75.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
U163-11,0.0,3.96,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
U308-10g,0.0,92.05,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
U627-9X,0.0,0.61,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
U1070XX,0.0,90.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
U1073XX,0.0,60.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
Tr85-105,0.0,8.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
Tr85-106,0.0,13.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
Tr85-109,0.0,15.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
Tr85-110,0.0,16.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
Tr85-112,0.0,10.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
Tr83-01-001,0.0,1.4,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
Tr83-01-009,0.0,0.6,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
Tr83-01-016,0.0,3.8,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
Tr83-01-020,0.0,0.3,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
Tr83-01-021,0.0,0.2,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
Tr83-01-022,0.0,0.6,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
Tr83-32-028,0.0,0.45,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
Tr83-32-058,0.0,0.2,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
Tr83-32-098,0.0,0.3,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
Tr83-32-099,0.0,0.5,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
Tr83-32-100,0.0,0.5,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
Tr83-32-101,0.0,1.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
Tr83-32-102,0.0,1.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
Tr83-32-103,0.0,1.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
Tr83-32-104,0.0,1.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
Tr83-32-105,0.0,0.9,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
Tr-5R3AK107,0.0,0.4,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
GO85-2,0.0,38.1,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
GO85-1,0.0,28.5,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
GO85-1A,0.0,55.6,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
GO85-3,0.0,78.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
GO85-4,0.0,31.6,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
Kb90-1,0.0,186.54,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
Kb90-2,0.0,110.34,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
Kb90-3,0.0,84.73,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
Kb90-4,0.0,125.58,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
Kb90-5,0.0,113.39,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
Kb90-6,0.0,95.1,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
Kb90-7,0.0,143.87,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
Kb90-8,0.0,143.87,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
Kb90-9,0.0,90.7,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
CG89-1,0.0,105.8,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
CG89-2,0.0,114.9,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
CG89-3,0.0,105.8,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
CG89-4,0.0,93.9,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
CG89-5,0.0,108.8,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
CG89-6,0.0,105.8,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
CG89-7,0.0,114.91,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
CG89-8,0.0,90.5,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
CG89-9,0.0,76.2,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
CG89-10,0.0,75.3,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
CG89-11,0.0,19.8,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
CG89-12,0.0,13.7,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
